time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-01-28 09:30:00-05:00,MLTrader,9423b89367db42dda9c270ae54859186,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-28 09:30:00-05:00,MLTrader,9423b89367db42dda9c270ae54859186,AAPL,buy,market,fill,1,gtc,0.0,1,stock,139.52000427246094,358.0,0.0
2021-01-29 09:30:00-05:00,MLTrader,19d5b62b53a940b9b51d02993d4bd430,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-01-29 09:30:00-05:00,MLTrader,2ebaa35414be48bc892454edd657f977,AAPL,sell,stop,fill,1,day,0.0,1,stock,132.54400405883788,358.0,0.0
2021-07-16 09:30:00-04:00,MLTrader,9133840d70044433b4c36d0978ccc88a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2021-07-16 09:30:00-04:00,MLTrader,9133840d70044433b4c36d0978ccc88a,SPY,sell,market,fill,1,gtc,0.0,1,stock,436.010009765625,112.0,0.0
2021-07-28 09:30:00-04:00,MLTrader,89e722289e7942c99390ebd2b89c9d90,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 09:30:00-04:00,MLTrader,89e722289e7942c99390ebd2b89c9d90,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,506.0,0.0
2021-07-29 09:30:00-04:00,MLTrader,d098e1475c4845cab52876f6fdf39222,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 09:30:00-04:00,MLTrader,d098e1475c4845cab52876f6fdf39222,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,253.0,0.0
2021-10-25 08:30:00-04:00,MLTrader,cecd70da3a0a4a5b8044cbcfc29d5659,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2021-10-25 08:30:00-04:00,MLTrader,4e1768ff2f83459cbb8b72e7230b8d2e,SPY,buy,stop,fill,1,day,0.0,1,stock,457.8105102539063,112.0,0.0
2021-12-08 09:30:00-05:00,MLTrader,82edd4f9253a47d19580aa3a7a28d3ed,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-12-08 09:30:00-05:00,MLTrader,9a2348fbed474d879805d1837316e381,AAPL,sell,limit,fill,1,day,0.0,1,stock,173.62800292968748,506.0,0.0
2021-12-08 09:30:00-05:00,MLTrader,34d57e377f7a4c0ab25e2a2c588da926,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-12-08 09:30:00-05:00,MLTrader,d218c283e60d4de89af615ab0dd3e0eb,AAPL,sell,limit,fill,1,day,0.0,1,stock,173.256005859375,253.0,0.0
2022-01-21 09:30:00-05:00,MLTrader,3568e54288c14c729594163b59e523fb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-21 09:30:00-05:00,MLTrader,3568e54288c14c729594163b59e523fb,SPY,sell,market,fill,1,gtc,0.0,1,stock,445.55999755859375,131.0,0.0
2022-03-04 09:30:00-05:00,MLTrader,318251e5372b4e4fb0f1e646655c9a90,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
