datetime,portfolio_value,cash,return
2023-03-04 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-06 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-07 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-08 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-09 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-10 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-11 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-03-13 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-14 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-15 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-16 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-17 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-18 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-20 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-21 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-22 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-23 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-24 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-25 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-27 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-28 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-29 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-30 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-03-31 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-01 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-03 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-04 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-05 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-06 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-07 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-10 09:30:00-04:00,97508.09609375,97508.09609375,0.0
2023-04-11 09:30:00-04:00,97316.50783691407,146329.03725585938,-0.0019648446078952553
2023-04-12 09:30:00-04:00,97636.61812744141,146329.03725585938,0.0032893729711693798
2023-04-13 09:30:00-04:00,97204.64754638672,146329.03725585938,-0.004424268162287803
2023-04-14 09:30:00-04:00,97204.64754638672,146329.03725585938,0.0
2023-04-15 09:30:00-04:00,97204.64754638672,146329.03725585938,0.0
2023-04-17 09:30:00-04:00,96875.01885375977,146329.03725585938,-0.0033910795517225756
2023-04-18 09:30:00-04:00,97274.85711059571,146329.03725585938,0.0041273618479447105
2023-04-19 09:30:00-04:00,97395.04827270508,146329.03725585938,0.0012355830240153853
2023-04-20 09:30:00-04:00,97278.42696533204,146329.03725585938,-0.001197404893177989
2023-04-21 09:30:00-04:00,97278.42696533204,146329.03725585938,0.0
2023-04-22 09:30:00-04:00,97278.42696533204,146329.03725585938,0.0
2023-04-24 09:30:00-04:00,97470.01885375977,146329.03725585938,0.001969520832157512
2023-04-25 09:30:00-04:00,97929.35711059571,146329.03725585938,0.004712610731358424
2023-04-26 09:30:00-04:00,97896.03725585938,146329.03725585938,-0.0003402437810215986
2023-04-27 09:30:00-04:00,99174.73119506837,73214.03939208985,0.013061753826327127
2023-04-28 09:30:00-04:00,99174.73119506837,73214.03939208985,0.0
2023-04-29 09:30:00-04:00,99174.73119506837,73214.03939208985,0.0
2023-05-01 09:30:00-04:00,98854.4102722168,73214.03939208985,-0.0032298642909505126
2023-05-02 09:30:00-04:00,98133.20028076172,73214.03939208985,-0.0072956784575323175
2023-05-03 09:30:00-04:00,98632.36876831055,73214.03939208985,0.0050866422996569405
2023-05-04 09:30:00-04:00,97927.74874267579,73214.03939208985,-0.0071439024980727295
2023-05-05 09:30:00-04:00,97927.74874267579,73214.03939208985,0.0
2023-05-06 09:30:00-04:00,97927.74874267579,36624.32030639649,0.0
2023-05-08 09:30:00-04:00,100605.54995117188,36624.32030639649,0.027344662191025604
2023-05-09 09:30:00-04:00,99977.88149414063,36624.32030639649,-0.006238904884828811
2023-05-10 09:30:00-04:00,105586.17122802735,36624.32030639649,0.0560953047821422
2023-05-11 09:30:00-04:00,106258.01787719727,36624.32030639649,0.006363017442113428
2023-05-12 09:30:00-04:00,106258.01787719727,36624.32030639649,0.0
2023-05-13 09:30:00-04:00,106258.01787719727,36624.32030639649,0.0
2023-05-15 09:30:00-04:00,105961.84172973633,36624.32030639649,-0.0027873298728687823
2023-05-16 09:30:00-04:00,108027.6114440918,36624.32030639649,0.019495411561686327
2023-05-17 09:30:00-04:00,108938.21889648438,36624.32030639649,0.008429395413077856
2023-05-18 09:30:00-04:00,110856.55071411133,36624.32030639649,0.017609355440718177
2023-05-19 09:30:00-04:00,112109.5460144043,124362.31774291993,0.01130285303143097
2023-05-20 09:30:00-04:00,112109.5460144043,124362.31774291993,0.0
2023-05-22 09:30:00-04:00,111779.6203857422,124362.31774291993,-0.002942886135848921
2023-05-23 09:30:00-04:00,111897.59536132813,124362.31774291993,0.001055424729291543
2023-05-24 09:30:00-04:00,111903.99968872071,124362.31774291993,5.723382501554575e-05
2023-05-25 09:30:00-04:00,112028.53090820313,124362.31774291993,0.0011128397539750257
2023-05-26 09:30:00-04:00,112028.53090820313,124362.31774291993,0.0
2023-05-27 09:30:00-04:00,112028.53090820313,124362.31774291993,0.0
2023-05-30 09:30:00-04:00,112535.6182800293,124362.31774291993,0.004526412760350151
2023-05-31 09:30:00-04:00,112637.40752563477,124362.31774291993,0.0009045069211082168
2023-06-01 09:30:00-04:00,112587.23748168946,124362.31774291993,-0.00044541191996005924
2023-06-02 09:30:00-04:00,112587.23748168946,124362.31774291993,0.0
2023-06-03 09:30:00-04:00,112587.23748168946,124362.31774291993,0.0
2023-06-05 09:30:00-04:00,112102.16640625,124362.31774291993,-0.004308401967126563
2023-06-06 09:30:00-04:00,111564.11797485352,124362.31774291993,-0.004799625632984084
2023-06-07 09:30:00-04:00,111300.2169128418,49440.317620849615,-0.002365465409507439
2023-06-08 09:30:00-04:00,111784.51638183594,49440.317620849615,0.004351289534084035
2023-06-09 09:30:00-04:00,111784.51638183594,49440.317620849615,0.0
2023-06-10 09:30:00-04:00,111784.51638183594,49440.317620849615,0.0
2023-06-12 09:30:00-04:00,112561.71868286133,49440.317620849615,0.00695268294913598
2023-06-13 09:30:00-04:00,112465.38854370118,137374.9591003418,-0.0008557984036434707
2023-06-14 09:30:00-04:00,112504.14986572266,137374.9591003418,0.00034465111909898205
2023-06-15 09:30:00-04:00,112122.8197265625,137374.9591003418,-0.0033894762070135753
2023-06-16 09:30:00-04:00,112122.8197265625,137374.9591003418,0.0
2023-06-17 09:30:00-04:00,112122.8197265625,137374.9591003418,0.0
2023-06-20 09:30:00-04:00,112513.83889160157,137374.9591003418,0.0034874182257693676
2023-06-21 09:30:00-04:00,112639.80840454102,137374.9591003418,0.0011195912803296793
2023-06-22 09:30:00-04:00,112697.94951782227,137374.9591003418,0.0005161684319672233
2023-06-23 09:30:00-04:00,112697.94951782227,137374.9591003418,0.0
2023-06-24 09:30:00-04:00,112697.94951782227,137374.9591003418,0.0
2023-06-26 09:30:00-04:00,112731.00875244141,137374.9591003418,0.00029334370998390646
2023-06-27 09:30:00-04:00,112577.10979614258,137374.9591003418,-0.001365187431585868
2023-06-28 09:30:00-04:00,112525.23958740235,137374.9591003418,-0.00046075271282197683
2023-06-29 09:30:00-04:00,112212.87896118165,137374.9591003418,-0.0027759161177175473
2023-06-30 09:30:00-04:00,112212.87896118165,206239.59948120118,0.0
2023-07-01 09:30:00-04:00,112212.87896118165,206239.59948120118,0.0
2023-07-03 09:30:00-04:00,111897.63662109376,206239.59948120118,-0.0028093240544780906
2023-07-04 09:30:00-04:00,112112.76870117188,206239.59948120118,0.001922579301711247
2023-07-05 09:30:00-04:00,112643.13662109376,206239.59948120118,0.004730664723262112
2023-07-06 09:30:00-04:00,112811.40844116212,206239.59948120118,0.001493848849702939
2023-07-07 09:30:00-04:00,112811.40844116212,206239.59948120118,0.0
2023-07-08 09:30:00-04:00,112811.40844116212,206239.59948120118,0.0
2023-07-10 09:30:00-04:00,112423.74688110352,206239.59948120118,-0.0034363684082605594
2023-07-11 09:30:00-04:00,111158.52636108399,206239.59948120118,-0.011254032667649794
2023-07-12 09:30:00-04:00,110836.90078125,206239.59948120118,-0.0028933954988682453
2023-07-13 09:30:00-04:00,110287.35714111329,206239.59948120118,-0.004958128892662783
2023-07-14 09:30:00-04:00,110287.35714111329,206239.59948120118,0.0
2023-07-15 09:30:00-04:00,110287.35714111329,206239.59948120118,0.0
2023-07-17 09:30:00-04:00,110283.09948120118,206239.59948120118,-3.8605149515591464e-05
2023-07-18 09:30:00-04:00,109322.46740112305,206239.59948120118,-0.008710601031320042
2023-07-19 09:30:00-04:00,109501.38662109376,206239.59948120118,0.001636618933180678
2023-07-20 09:30:00-04:00,109546.12130126954,206239.59948120118,0.00040853071870738944
2023-07-21 09:30:00-04:00,109546.12130126954,206239.59948120118,0.0
2023-07-22 09:30:00-04:00,109546.12130126954,206239.59948120118,0.0
2023-07-24 09:30:00-04:00,109554.63662109376,206239.59948120118,7.773273688815863e-05
2023-07-25 09:30:00-04:00,109437.48922119141,206239.59948120118,-0.001069305722837699
2023-07-26 09:30:00-04:00,108468.34182128907,206239.59948120118,-0.008855716690863935
2023-07-27 09:30:00-04:00,108958.17934570313,180075.46010742188,0.004515949227112737
2023-07-28 09:30:00-04:00,108958.17934570313,180075.46010742188,0.0
2023-07-29 09:30:00-04:00,108958.17934570313,180075.46010742188,0.0
2023-07-31 09:30:00-04:00,108897.34182128907,180075.46010742188,-0.0005583566537123996
2023-08-01 09:30:00-04:00,109368.46010742188,180075.46010742188,0.004326260662137704
2023-08-02 09:30:00-04:00,111218.00707397459,270272.21010742185,0.01691115486801298
2023-08-03 09:30:00-04:00,110266.60967407224,270272.21010742185,-0.008554346772906452
2023-08-04 09:30:00-04:00,110266.60967407224,270272.21010742185,0.0
2023-08-05 09:30:00-04:00,110266.60967407224,270272.21010742185,0.0
2023-08-07 09:30:00-04:00,111203.81487426755,270272.21010742185,0.008499446958290635
2023-08-08 09:30:00-04:00,110866.56054077146,270272.21010742185,-0.0030327586681933028
2023-08-09 09:30:00-04:00,111164.75924072263,270272.21010742185,0.0026897082266885697
2023-08-10 09:30:00-04:00,112662.85967407224,270272.21010742185,0.013476397048686417
2023-08-11 09:30:00-04:00,112662.85967407224,270272.21010742185,0.0
2023-08-12 09:30:00-04:00,112662.85967407224,405239.0904785156,0.0
2023-08-14 09:30:00-04:00,111147.16771850584,405239.0904785156,-0.013453341766321403
2023-08-15 09:30:00-04:00,113657.95610961912,405239.0904785156,0.02258976492745335
2023-08-16 09:30:00-04:00,114514.64806518552,405239.0904785156,0.007537456988406133
2023-08-17 09:30:00-04:00,119648.26369628904,405239.0904785156,0.04482933596565997
2023-08-18 09:30:00-04:00,119648.26369628904,405239.0904785156,0.0
2023-08-19 09:30:00-04:00,119648.26369628904,405239.0904785156,0.0
2023-08-21 09:30:00-04:00,114501.47530517576,405239.0904785156,-0.043015988967275876
2023-08-22 09:30:00-04:00,116659.2071166992,607740.7071166992,0.018844576506743982
2023-08-23 09:30:00-04:00,110577.28438720701,607740.7071166992,-0.05213409965497351
2023-08-24 09:30:00-04:00,117296.47530517576,607740.7071166992,0.06076465844865786
2023-08-25 09:30:00-04:00,117296.47530517576,607740.7071166992,0.0
2023-08-26 09:30:00-04:00,117296.47530517576,607740.7071166992,0.0
2023-08-28 09:30:00-04:00,112858.01394042966,607740.7071166992,-0.037839682336560765
2023-08-29 09:30:00-04:00,105188.51619873045,607740.7071166992,-0.06795705040270728
2023-08-30 09:30:00-04:00,102796.01394042966,607740.7071166992,-0.022744899773856297
2023-08-31 09:30:00-04:00,101096.63210449216,607740.7071166992,-0.016531592722284882
2023-09-01 09:30:00-04:00,101096.63210449216,607740.7071166992,0.0
2023-09-02 09:30:00-04:00,101096.63210449216,607740.7071166992,0.0
2023-09-05 09:30:00-04:00,106429.51394042966,607740.7071166992,0.052750341182735916
2023-09-06 09:30:00-04:00,112343.74349365232,607740.7071166992,0.055569449997985965
2023-09-07 09:30:00-04:00,110342.51394042966,607740.7071166992,-0.017813449071471754
2023-09-08 09:30:00-04:00,110342.51394042966,607740.7071166992,0.0
2023-09-09 09:30:00-04:00,110342.51394042966,911607.402947998,0.0
2023-09-11 09:30:00-04:00,106650.43096313474,911607.402947998,-0.03346020355570434
2023-09-12 09:30:00-04:00,107965.1807495117,911607.402947998,0.012327655636304113
2023-09-13 09:30:00-04:00,102832.31975708005,911607.402947998,-0.047541818175068085
2023-09-14 09:30:00-04:00,106308.23656616209,911607.402947998,0.03380179322311472
2023-09-15 09:30:00-04:00,106308.23656616209,911607.402947998,0.0
2023-09-16 09:30:00-04:00,106308.23656616209,911607.402947998,0.0
2023-09-18 09:30:00-04:00,114340.73613891599,911607.402947998,0.07555858165095986
2023-09-19 09:30:00-04:00,111945.3753601074,911607.402947998,-0.02094932094803381
2023-09-20 09:30:00-04:00,126911.68096313474,911607.402947998,0.13369293331576704
2023-09-21 09:30:00-04:00,132764.93096313474,911607.402947998,0.046120656156940054
2023-09-22 09:30:00-04:00,132764.93096313474,911607.402947998,0.0
2023-09-23 09:30:00-04:00,132764.93096313474,911607.402947998,0.0
2023-09-25 09:30:00-04:00,138816.319543457,911607.402947998,0.04557972151548495
2023-09-26 09:30:00-04:00,142418.319543457,911607.402947998,0.02594795778944703
2023-09-27 09:30:00-04:00,145317.90316162107,911607.402947998,0.020359625274747772
2023-09-28 09:30:00-04:00,134169.7087646484,911607.402947998,-0.07671590460931543
2023-09-29 09:30:00-04:00,134169.7087646484,911607.402947998,0.0
2023-09-30 09:30:00-04:00,134169.7087646484,911607.402947998,0.0
2023-10-02 09:30:00-04:00,146074.34734497068,911607.402947998,0.08872821361790839
2023-10-03 09:30:00-04:00,151459.31975708005,911607.402947998,0.03686460018467286
2023-10-04 09:30:00-04:00,147335.06932983396,911607.402947998,-0.027230086823714972
2023-10-05 09:30:00-04:00,151639.4307495117,911607.402947998,0.029214778526636564
2023-10-06 09:30:00-04:00,151639.4307495117,911607.402947998,0.0
2023-10-07 09:30:00-04:00,151639.4307495117,911607.402947998,0.0
2023-10-09 09:30:00-04:00,131882.45855102537,911607.402947998,-0.1302891477555217
2023-10-10 09:30:00-04:00,127019.73656616209,911607.402947998,-0.03687163583610242
2023-10-11 09:30:00-04:00,124660.43096313474,911607.402947998,-0.018574322910821284
2023-10-12 09:30:00-04:00,127794.20833740232,911607.402947998,0.025138509068642012
2023-10-13 09:30:00-04:00,127794.20833740232,911607.402947998,0.0
2023-10-14 09:30:00-04:00,127794.20833740232,911607.402947998,0.0
2023-10-16 09:30:00-04:00,132116.59734497068,911607.402947998,0.03382304302990313
2023-10-17 09:30:00-04:00,129631.20855102537,911607.402947998,-0.018812086020166707
2023-10-18 09:30:00-04:00,135466.43096313474,911607.402947998,0.045014024611307324
2023-10-19 09:30:00-04:00,144417.40316162107,911607.402947998,0.06607520501460762
2023-10-20 09:30:00-04:00,144417.40316162107,911607.402947998,0.0
2023-10-21 09:30:00-04:00,144417.40316162107,911607.402947998,0.0
2023-10-23 09:30:00-04:00,150414.76394042966,911607.402947998,0.041527964410887463
2023-10-24 09:30:00-04:00,151783.4865661621,911607.402947998,0.009099656110051146
2023-10-25 09:30:00-04:00,161580.93096313474,911607.402947998,0.06454881633452247
2023-10-26 09:30:00-04:00,165651.20855102537,911607.402947998,0.02519033380751634
2023-10-27 09:30:00-04:00,165651.20855102537,621413.1183639526,0.0
2023-10-28 09:30:00-04:00,165651.20855102537,621413.1183639526,0.0
2023-10-30 09:30:00-04:00,157565.5874191284,621413.1183639526,-0.04881112068316951
2023-10-31 09:30:00-04:00,161237.4894958496,621413.1183639526,0.023303959556561393
2023-11-01 09:30:00-04:00,145103.34515533445,621413.1183639526,-0.10006447254272366
2023-11-02 09:30:00-04:00,146586.922517395,621413.1183639526,0.010224280911458994
2023-11-03 09:30:00-04:00,142863.11306037894,453424.5035633086,-0.02540342203155377
2023-11-04 09:30:00-04:00,142863.11306037894,226738.25641670218,0.0
2023-11-06 09:30:00-05:00,143976.6518939971,226738.25641670218,0.007794446094335994
2023-11-07 09:30:00-05:00,147461.6951374053,226738.25641670218,0.024205613879492605
2023-11-08 09:30:00-05:00,150252.2731098174,226738.25641670218,0.018924087165903325
2023-11-09 09:30:00-05:00,150414.92040290823,226738.25641670218,0.0010824947252008332
2023-11-10 09:30:00-05:00,153485.56012763968,226738.25641670218,0.0204144623186735
2023-11-11 09:30:00-05:00,153485.56012763968,226738.25641670218,0.0
2023-11-13 09:30:00-05:00,153874.4080683135,227050.49641670217,0.0025334496636064685
2023-11-14 09:30:00-05:00,149407.52813972463,340371.8392511748,-0.029029388217732488
2023-11-15 09:30:00-05:00,145907.46147407521,340371.8392511748,-0.023426307290059567
2023-11-16 09:30:00-05:00,149012.91758979787,340371.8392511748,0.021283737543980497
2023-11-17 09:30:00-05:00,149399.4934259795,-21241.462872848613,0.002594243790634332
2023-11-18 09:30:00-05:00,149399.4934259795,-21241.462872848613,0.0
2023-11-20 09:30:00-05:00,149509.4066645049,-21241.462872848613,0.0007357002089156683
2023-11-21 09:30:00-05:00,150513.75435127248,-21241.462872848613,0.006717622049168481
2023-11-22 09:30:00-05:00,151195.96129096975,-21241.462872848613,0.00453252224447942
2023-11-23 09:30:00-05:00,151195.96129096975,-21241.462872848613,0.0
2023-11-24 09:30:00-05:00,151230.0699030303,-21241.462872848613,0.00022559208440031675
2023-11-25 09:30:00-05:00,151230.0699030303,-21241.462872848613,0.0
2023-11-27 09:30:00-05:00,151070.88481391896,-21241.462872848613,-0.0010526020996578511
2023-11-28 09:30:00-05:00,150854.85203804006,-21241.462872848613,-0.0014300093373055267
2023-11-29 09:30:00-05:00,152018.38481391896,-21241.462872848613,0.007712929084876308
2023-11-30 09:30:00-05:00,151385.46129096975,-21241.462872848613,-0.0041634669630515875
2023-12-01 09:30:00-05:00,151495.36296333303,-21241.462872848613,0.0007259724376837973
2023-12-02 09:30:00-05:00,151495.36296333303,-21241.462872848613,0.0
2023-12-04 09:30:00-05:00,151430.9394403838,-21241.462872848613,-0.0004252507911071124
2023-12-05 09:30:00-05:00,151302.08082832326,-21241.462872848613,-0.0008509397916749428
2023-12-06 09:30:00-05:00,152647.52620185842,-21241.462872848613,0.008892444612587758
2023-12-07 09:30:00-05:00,151927.42851509084,-21241.462872848613,-0.0047173885138193095
2023-12-08 09:30:00-05:00,152135.873888626,-21241.462872848613,0.0013720061977777753
2023-12-09 09:30:00-05:00,152135.873888626,-21241.462872848613,0.0
2023-12-11 09:30:00-05:00,152981.04805244436,-21241.462872848613,0.005555390337699695
2023-12-12 09:30:00-05:00,153716.30897773732,-21241.462872848613,0.004806222304353014
2023-12-13 09:30:00-05:00,154800.2434259795,-21241.462872848613,0.007051525342045339
2023-12-14 09:30:00-05:00,157836.0371271514,-21241.462872848613,0.01961103958226973
2023-12-15 09:30:00-05:00,156695.2434259795,-21241.462872848613,-0.007227713784101586
2023-12-16 09:30:00-05:00,156695.2434259795,-21241.462872848613,0.0
2023-12-18 09:30:00-05:00,157982.33529096976,-20519.088872848613,0.008213981719223273
2023-12-19 09:30:00-05:00,158569.7806645049,-20519.088872848613,0.0037184244203833927
2023-12-20 09:30:00-05:00,159111.747888626,-20519.088872848613,0.003417846842254102
2023-12-21 09:30:00-05:00,158114.97603804007,-20519.088872848613,-0.006264602481041548
2023-12-22 09:30:00-05:00,159073.84557539359,-20519.088872848613,0.0060643815113554655
2023-12-23 09:30:00-05:00,159073.84557539359,-20519.088872848613,0.0
2023-12-26 09:30:00-05:00,159153.4439030303,-20519.088872848613,0.0005003860147392292
2023-12-27 09:30:00-05:00,159672.67205244437,-20519.088872848613,0.0032624374105936216
2023-12-28 09:30:00-05:00,160218.43297773734,-20519.088872848613,0.0034179983229296607
2023-12-29 09:30:00-05:00,160070.61742597952,-20519.088872848613,-0.0009225876761530527
2023-12-30 09:30:00-05:00,160070.61742597952,-20519.088872848613,0.0
